source,target,weight,relationship
New Zealand,Portugal,1,CO_OCCURS_WITH
New Zealand,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
New Zealand,Qatar,1,CO_OCCURS_WITH
Austria,Luxembourg,1,CO_OCCURS_WITH
Nevis Saint,Sweden,1,CO_OCCURS_WITH
Nevis Saint,Sri Lanka,1,CO_OCCURS_WITH
Nevis Saint,Rwanda,1,CO_OCCURS_WITH
Nevis Saint,Romania,1,CO_OCCURS_WITH
Japan,Spain,1,CO_OCCURS_WITH
Japan,Lichtenstein,1,CO_OCCURS_WITH
Iceland,Spain,1,CO_OCCURS_WITH
Iceland,Lichtenstein,1,CO_OCCURS_WITH
Denmark,Switzerland,1,CO_OCCURS_WITH
Denmark,Spain,1,CO_OCCURS_WITH
Nevis Saint,Russia,1,CO_OCCURS_WITH
Denmark,Lichtenstein,1,CO_OCCURS_WITH
Austria,Norway,1,CO_OCCURS_WITH
Nevis Saint,Saint Kitts,1,CO_OCCURS_WITH
Nevis Saint,Singapore,1,CO_OCCURS_WITH
Austria,Switzerland,1,CO_OCCURS_WITH
Nevis Saint,Slovakia,1,CO_OCCURS_WITH
Nevis Saint,Solomon Islands Somalia,1,CO_OCCURS_WITH
Nevis Saint,South Africa,1,CO_OCCURS_WITH
Austria,Spain,1,CO_OCCURS_WITH
Nevis Saint,Spain,1,CO_OCCURS_WITH
New Zealand,Romania,1,CO_OCCURS_WITH
Australia,The United States,1,CO_OCCURS_WITH
New Zealand,Rwanda,1,CO_OCCURS_WITH
Nicaragua,Sweden,1,CO_OCCURS_WITH
Nicaragua,Rwanda,1,CO_OCCURS_WITH
Nicaragua,Saint Kitts,1,CO_OCCURS_WITH
Nicaragua,Singapore,1,CO_OCCURS_WITH
Nicaragua,Slovakia,1,CO_OCCURS_WITH
Nicaragua,Solomon Islands Somalia,1,CO_OCCURS_WITH
Nicaragua,South Africa,1,CO_OCCURS_WITH
Nicaragua,Spain,1,CO_OCCURS_WITH
Nicaragua,Sri Lanka,1,CO_OCCURS_WITH
Nicaragua,Switzerland,1,CO_OCCURS_WITH
Nicaragua,Romania,1,CO_OCCURS_WITH
Nicaragua,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Niue North,Norway,1,CO_OCCURS_WITH
Niue North,Oman,1,CO_OCCURS_WITH
Niue North,Pakistan,1,CO_OCCURS_WITH
Niue North,Palau,1,CO_OCCURS_WITH
Niue North,Philippines,1,CO_OCCURS_WITH
Niue North,Poland,1,CO_OCCURS_WITH
Niue North,Portugal,1,CO_OCCURS_WITH
Nicaragua,Russia,1,CO_OCCURS_WITH
Nicaragua,Qatar,1,CO_OCCURS_WITH
New Zealand,Saint Kitts,1,CO_OCCURS_WITH
New Zealand,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
New Zealand,Singapore,1,CO_OCCURS_WITH
New Zealand,Slovakia,1,CO_OCCURS_WITH
New Zealand,Solomon Islands Somalia,1,CO_OCCURS_WITH
New Zealand,South Africa,1,CO_OCCURS_WITH
New Zealand,Spain,1,CO_OCCURS_WITH
New Zealand,Sri Lanka,1,CO_OCCURS_WITH
New Zealand,Sweden,1,CO_OCCURS_WITH
New Zealand,Switzerland,1,CO_OCCURS_WITH
Nicaragua,Niue North,1,CO_OCCURS_WITH
Nicaragua,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Nicaragua,Norway,1,CO_OCCURS_WITH
Nicaragua,Oman,1,CO_OCCURS_WITH
Nicaragua,Pakistan,1,CO_OCCURS_WITH
Nicaragua,Palau,1,CO_OCCURS_WITH
Nicaragua,Philippines,1,CO_OCCURS_WITH
Nicaragua,Poland,1,CO_OCCURS_WITH
Australia,John Howard,1,CO_OCCURS_WITH
Nicaragua,Portugal,1,CO_OCCURS_WITH
Honduras Hungary,Latvia,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Indonesia,1,CO_OCCURS_WITH
Honduras Hungary,Kyrgyzstan,1,CO_OCCURS_WITH
Eric Garcetti,Los Angeles,1,CO_OCCURS_WITH
Eric Garcetti,Philadelphia,1,CO_OCCURS_WITH
Eric Garcetti,The Mayors National Climate Action Agenda,1,CO_OCCURS_WITH
Houston,Los Angeles,1,CO_OCCURS_WITH
Houston,Michael Nutter,1,CO_OCCURS_WITH
Houston,Philadelphia,1,CO_OCCURS_WITH
Houston,The Mayors National Climate Action Agenda,1,CO_OCCURS_WITH
Los Angeles,Michael Nutter,1,CO_OCCURS_WITH
Los Angeles,Philadelphia,1,CO_OCCURS_WITH
Los Angeles,The Mayors National Climate Action Agenda,1,CO_OCCURS_WITH
Michael Nutter,Philadelphia,1,CO_OCCURS_WITH
Michael Nutter,The Mayors National Climate Action Agenda,1,CO_OCCURS_WITH
Philadelphia,The Mayors National Climate Action Agenda,1,CO_OCCURS_WITH
the Paris Agreement,the United States,1,CO_OCCURS_WITH
The United States Climate Alliance,Trump,1,CO_OCCURS_WITH
The United States Climate Alliance,the Paris Agreement,1,CO_OCCURS_WITH
Trump,the Paris Agreement,1,CO_OCCURS_WITH
AB 32,The California Global Warming Solutions Act,1,CO_OCCURS_WITH
The Environmental Defense Fund,the Air Resources Board,1,CO_OCCURS_WITH
California,Connecticut,1,CO_OCCURS_WITH
Eric Garcetti,Michael Nutter,1,CO_OCCURS_WITH
Eric Garcetti,Houston,1,CO_OCCURS_WITH
Congress,Republican,1,CO_OCCURS_WITH
Annise Parker,The Mayors National Climate Action Agenda,1,CO_OCCURS_WITH
Republicans,the Center for American Progress Action Fund,1,CO_OCCURS_WITH
Republicans,the United States Congress,1,CO_OCCURS_WITH
the Center for American Progress Action Fund,the United States Congress,1,CO_OCCURS_WITH
GOP,Luntz Global,1,CO_OCCURS_WITH
GOP,Republican,1,CO_OCCURS_WITH
Luntz Global,Republican,1,CO_OCCURS_WITH
Citizens for Responsible Energy Solutions and Young Conservatives For Carbon,Republicans,1,CO_OCCURS_WITH
Citizens for Responsible Energy Solutions and Young Conservatives For Carbon,YCCD,1,CO_OCCURS_WITH
Republicans,YCCD,1,CO_OCCURS_WITH
The Green Party,the United States,1,CO_OCCURS_WITH
Greens,the Green Party,1,CO_OCCURS_WITH
God,The Constitution Party,1,CO_OCCURS_WITH
God,the 2014 Platform,1,CO_OCCURS_WITH
The Constitution Party,the 2014 Platform,1,CO_OCCURS_WITH
Annise Parker,Eric Garcetti,1,CO_OCCURS_WITH
Annise Parker,Houston,1,CO_OCCURS_WITH
Annise Parker,Los Angeles,1,CO_OCCURS_WITH
Annise Parker,Michael Nutter,1,CO_OCCURS_WITH
Annise Parker,Philadelphia,1,CO_OCCURS_WITH
California,Maine,1,CO_OCCURS_WITH
California,Massachusetts,1,CO_OCCURS_WITH
California,New Jersey,1,CO_OCCURS_WITH
California,New York,1,CO_OCCURS_WITH
Connecticut,Robert Ehrlich,1,CO_OCCURS_WITH
Connecticut,Vermont,1,CO_OCCURS_WITH
Delaware,Maine,1,CO_OCCURS_WITH
Delaware,Maryland,1,CO_OCCURS_WITH
Delaware,New Hampshire,1,CO_OCCURS_WITH
Delaware,New Jersey,1,CO_OCCURS_WITH
Delaware,New York,1,CO_OCCURS_WITH
Delaware,Robert Ehrlich,1,CO_OCCURS_WITH
Delaware,Vermont,1,CO_OCCURS_WITH
Maine,Maryland,1,CO_OCCURS_WITH
Maine,New Hampshire,1,CO_OCCURS_WITH
Maine,Robert Ehrlich,1,CO_OCCURS_WITH
Maine,Vermont,1,CO_OCCURS_WITH
Maryland,New Hampshire,1,CO_OCCURS_WITH
Maryland,New Jersey,1,CO_OCCURS_WITH
Maryland,New York,1,CO_OCCURS_WITH
Maryland,Robert Ehrlich,1,CO_OCCURS_WITH
Maryland,Vermont,1,CO_OCCURS_WITH
New Hampshire,New Jersey,1,CO_OCCURS_WITH
Connecticut,New Hampshire,1,CO_OCCURS_WITH
Connecticut,Maryland,1,CO_OCCURS_WITH
Connecticut,Delaware,1,CO_OCCURS_WITH
Massachusetts,New Jersey,1,CO_OCCURS_WITH
Connecticut,Massachusetts,1,CO_OCCURS_WITH
Connecticut,New Mexico,1,CO_OCCURS_WITH
Connecticut,Oregon,1,CO_OCCURS_WITH
Connecticut,Washington,1,CO_OCCURS_WITH
Maine,Massachusetts,1,CO_OCCURS_WITH
Maine,New Mexico,1,CO_OCCURS_WITH
Maine,Oregon,1,CO_OCCURS_WITH
Maine,Washington,1,CO_OCCURS_WITH
Massachusetts,New Mexico,1,CO_OCCURS_WITH
New York,Washington,1,CO_OCCURS_WITH
Massachusetts,New York,1,CO_OCCURS_WITH
Massachusetts,Oregon,1,CO_OCCURS_WITH
Massachusetts,Washington,1,CO_OCCURS_WITH
New Jersey,New Mexico,1,CO_OCCURS_WITH
New Jersey,Oregon,1,CO_OCCURS_WITH
New Jersey,Washington,1,CO_OCCURS_WITH
New Mexico,New York,1,CO_OCCURS_WITH
New York,Oregon,1,CO_OCCURS_WITH
PolitiFact,Republican,1,CO_OCCURS_WITH
Congress,PolitiFact,1,CO_OCCURS_WITH
Manitoba,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Utah,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
EPA,Massachusetts,1,CO_OCCURS_WITH
EPA,the United States,1,CO_OCCURS_WITH
EPA,the United States Environmental Protection Agency,1,CO_OCCURS_WITH
Massachusetts,the Supreme Court,1,CO_OCCURS_WITH
Massachusetts,the United States,1,CO_OCCURS_WITH
Massachusetts,the United States Environmental Protection Agency,1,CO_OCCURS_WITH
the Supreme Court,the United States,1,CO_OCCURS_WITH
the Supreme Court,the United States Environmental Protection Agency,1,CO_OCCURS_WITH
the United States,the United States Environmental Protection Agency,1,CO_OCCURS_WITH
Bill Lockyer,California,1,CO_OCCURS_WITH
Bill Lockyer,General Motors Corp.,1,CO_OCCURS_WITH
California,General Motors Corp.,1,CO_OCCURS_WITH
Gerald Maples,Mississippi,1,CO_OCCURS_WITH
Gerald Maples,Murphy Oil,1,CO_OCCURS_WITH
Mississippi,Murphy Oil,1,CO_OCCURS_WITH
New York City,U.S.,1,CO_OCCURS_WITH
New York City,United States,1,CO_OCCURS_WITH
New York City,the United States Supreme Court,1,CO_OCCURS_WITH
U.S.,United States,1,CO_OCCURS_WITH
Washington,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Utah,Washington,1,CO_OCCURS_WITH
NBC News,Republicans,1,CO_OCCURS_WITH
Quebec,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Montana,Ontario,1,CO_OCCURS_WITH
Montana,Oregon,1,CO_OCCURS_WITH
Montana,Quebec,1,CO_OCCURS_WITH
Montana,Utah,1,CO_OCCURS_WITH
Montana,Washington,1,CO_OCCURS_WITH
Montana,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
New Mexico,Ontario,1,CO_OCCURS_WITH
New Mexico,Quebec,1,CO_OCCURS_WITH
New Mexico,Utah,1,CO_OCCURS_WITH
Ontario,Oregon,1,CO_OCCURS_WITH
Ontario,Quebec,1,CO_OCCURS_WITH
Ontario,Utah,1,CO_OCCURS_WITH
Ontario,Washington,1,CO_OCCURS_WITH
Ontario,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Oregon,Quebec,1,CO_OCCURS_WITH
Oregon,Utah,1,CO_OCCURS_WITH
Oregon,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Quebec,Utah,1,CO_OCCURS_WITH
Quebec,Washington,1,CO_OCCURS_WITH
U.S.,the United States Supreme Court,1,CO_OCCURS_WITH
United States,the United States Supreme Court,1,CO_OCCURS_WITH
the Environmental Protection Agency,the United States Clean Air Act,1,CO_OCCURS_WITH
Montana,the United States,1,CO_OCCURS_WITH
America,Democrats,1,CO_OCCURS_WITH
Congress,Democrats,1,CO_OCCURS_WITH
Congress,the American Clean Energy and Security Act,1,CO_OCCURS_WITH
Democrats,the American Clean Energy and Security Act,1,CO_OCCURS_WITH
Barack Obama,EPA,1,CO_OCCURS_WITH
Barack Obama,Environmental Protection Agency,1,CO_OCCURS_WITH
Chinese,Donald Trump,1,CO_OCCURS_WITH
Chinese,the United States,1,CO_OCCURS_WITH
Donald Trump,the United States,1,CO_OCCURS_WITH
The New York Times,the Republican Party,1,CO_OCCURS_WITH
House,Judith Warner,1,CO_OCCURS_WITH
House,Republicans,1,CO_OCCURS_WITH
House,The New York Times Magazine,1,CO_OCCURS_WITH
Judith Warner,Republican,1,CO_OCCURS_WITH
Judith Warner,Republicans,1,CO_OCCURS_WITH
Judith Warner,The New York Times Magazine,1,CO_OCCURS_WITH
Republican,Republicans,1,CO_OCCURS_WITH
Republican,The New York Times Magazine,1,CO_OCCURS_WITH
Republicans,The New York Times Magazine,1,CO_OCCURS_WITH
the Green Party,the Libertarian Party,1,CO_OCCURS_WITH
the Constitution Party,the Libertarian Party,1,CO_OCCURS_WITH
the Constitution Party,the Green Party,1,CO_OCCURS_WITH
Exxon Mobil,Shell,1,CO_OCCURS_WITH
Montana,Supreme Court,1,CO_OCCURS_WITH
Chevron,Exxon Mobil,1,CO_OCCURS_WITH
Chevron,Multnomah County,1,CO_OCCURS_WITH
Chevron,Oregon,1,CO_OCCURS_WITH
Chevron,Shell,1,CO_OCCURS_WITH
Chevron,the Western States Petroleum Association,1,CO_OCCURS_WITH
Exxon Mobil,Multnomah County,1,CO_OCCURS_WITH
Exxon Mobil,Oregon,1,CO_OCCURS_WITH
Exxon Mobil,the Western States Petroleum Association,1,CO_OCCURS_WITH
Environmental Protection Agency,The Republican Party,1,CO_OCCURS_WITH
Multnomah County,Oregon,1,CO_OCCURS_WITH
Multnomah County,Shell,1,CO_OCCURS_WITH
Multnomah County,the Western States Petroleum Association,1,CO_OCCURS_WITH
Oregon,Shell,1,CO_OCCURS_WITH
Oregon,the Western States Petroleum Association,1,CO_OCCURS_WITH
Shell,the Western States Petroleum Association,1,CO_OCCURS_WITH
Multnomah County,the Center for Climate Integrity,1,CO_OCCURS_WITH
EPA,The Republican Party,1,CO_OCCURS_WITH
New Hampshire,New York,1,CO_OCCURS_WITH
New Hampshire,Robert Ehrlich,1,CO_OCCURS_WITH
New Hampshire,Vermont,1,CO_OCCURS_WITH
Canada,Canadian,1,CO_OCCURS_WITH
Rio de Janeiro,The UN Conference on the Environment and Development,1,CO_OCCURS_WITH
Rio de Janeiro,the Paris Agreement,1,CO_OCCURS_WITH
The UN Conference on the Environment and Development,UNFCCC,1,CO_OCCURS_WITH
The UN Conference on the Environment and Development,the Paris Agreement,1,CO_OCCURS_WITH
UNFCCC,the Paris Agreement,1,CO_OCCURS_WITH
UNFCCC,the Framework Convention on Climate Change,1,CO_OCCURS_WITH
Berlin,COP,1,CO_OCCURS_WITH
Berlin,UNFCCC,1,CO_OCCURS_WITH
Russia,UNFCCC,1,CO_OCCURS_WITH
COP,the United Nations Framework Convention on Climate Change,1,CO_OCCURS_WITH
IET,Joint Implementation (JI,1,CO_OCCURS_WITH
IET,the Clean Development Mechanism (CDM,1,CO_OCCURS_WITH
Joint Implementation (JI,the Clean Development Mechanism (CDM,1,CO_OCCURS_WITH
Annex,IET,1,CO_OCCURS_WITH
CDM,IET,1,CO_OCCURS_WITH
Annex,UNFCCC,1,CO_OCCURS_WITH
CDM Executive Board,GHG,1,CO_OCCURS_WITH
CO2,China,1,CO_OCCURS_WITH
Kyoto,the European Union Emissions Trading Scheme,1,CO_OCCURS_WITH
Canadian,Peter Kent,1,CO_OCCURS_WITH
Ukraine,the European Union,1,CO_OCCURS_WITH
New Jersey,Robert Ehrlich,1,CO_OCCURS_WITH
Switzerland,the European Union,1,CO_OCCURS_WITH
Australia,Kazakhstan,1,CO_OCCURS_WITH
Australia,Liechtenstein,1,CO_OCCURS_WITH
Australia,Norway,1,CO_OCCURS_WITH
Australia,Switzerland,1,CO_OCCURS_WITH
Australia,Ukraine,1,CO_OCCURS_WITH
Belarus,Iceland,1,CO_OCCURS_WITH
Belarus,Liechtenstein,1,CO_OCCURS_WITH
Belarus,Norway,1,CO_OCCURS_WITH
Belarus,Switzerland,1,CO_OCCURS_WITH
Belarus,the European Union,1,CO_OCCURS_WITH
Iceland,Ukraine,1,CO_OCCURS_WITH
Kazakhstan,Norway,1,CO_OCCURS_WITH
Kazakhstan,Switzerland,1,CO_OCCURS_WITH
Kazakhstan,the European Union,1,CO_OCCURS_WITH
Liechtenstein,Switzerland,1,CO_OCCURS_WITH
Liechtenstein,Ukraine,1,CO_OCCURS_WITH
Liechtenstein,the European Union,1,CO_OCCURS_WITH
Norway,Ukraine,1,CO_OCCURS_WITH
Norway,the European Union,1,CO_OCCURS_WITH
Belarus,EIT,1,CO_OCCURS_WITH
Belarus,Estonia,1,CO_OCCURS_WITH
Belarus,Hungary,1,CO_OCCURS_WITH
Belarus,Latvia,1,CO_OCCURS_WITH
Croatia,Latvia,1,CO_OCCURS_WITH
Croatia,Lithuania,1,CO_OCCURS_WITH
Croatia,OECD,1,CO_OCCURS_WITH
Croatia,Poland,1,CO_OCCURS_WITH
Croatia,Romania,1,CO_OCCURS_WITH
Croatia,Russia,1,CO_OCCURS_WITH
Croatia,Slovakia,1,CO_OCCURS_WITH
Croatia,Slovenia,1,CO_OCCURS_WITH
Croatia,Ukraine,1,CO_OCCURS_WITH
Czech Republic,EIT,1,CO_OCCURS_WITH
Czech Republic,Estonia,1,CO_OCCURS_WITH
Czech Republic,Hungary,1,CO_OCCURS_WITH
Czech Republic,Latvia,1,CO_OCCURS_WITH
Czech Republic,Lithuania,1,CO_OCCURS_WITH
Czech Republic,OECD,1,CO_OCCURS_WITH
Czech Republic,Poland,1,CO_OCCURS_WITH
Czech Republic,Romania,1,CO_OCCURS_WITH
Czech Republic,Russia,1,CO_OCCURS_WITH
Czech Republic,Slovakia,1,CO_OCCURS_WITH
Croatia,Hungary,1,CO_OCCURS_WITH
Croatia,Estonia,1,CO_OCCURS_WITH
Croatia,EIT,1,CO_OCCURS_WITH
Bulgaria,Estonia,1,CO_OCCURS_WITH
Belarus,Lithuania,1,CO_OCCURS_WITH
Belarus,OECD,1,CO_OCCURS_WITH
Belarus,Poland,1,CO_OCCURS_WITH
Belarus,Romania,1,CO_OCCURS_WITH
Belarus,Russia,1,CO_OCCURS_WITH
Belarus,Slovakia,1,CO_OCCURS_WITH
Belarus,Slovenia,1,CO_OCCURS_WITH
Bulgaria,EIT,1,CO_OCCURS_WITH
Bulgaria,Hungary,1,CO_OCCURS_WITH
Bulgaria,Ukraine,1,CO_OCCURS_WITH
Bulgaria,Latvia,1,CO_OCCURS_WITH
Bulgaria,Lithuania,1,CO_OCCURS_WITH
Bulgaria,OECD,1,CO_OCCURS_WITH
Bulgaria,Poland,1,CO_OCCURS_WITH
Bulgaria,Romania,1,CO_OCCURS_WITH
Bulgaria,Russia,1,CO_OCCURS_WITH
Bulgaria,Slovakia,1,CO_OCCURS_WITH
Bulgaria,Slovenia,1,CO_OCCURS_WITH
Australia,Iceland,1,CO_OCCURS_WITH
Nitrogen,the Doha Round,1,CO_OCCURS_WITH
Annex,CH4,1,CO_OCCURS_WITH
New Mexico,Western,1,CO_OCCURS_WITH
Diversified Energy Initiative,WGA,1,CO_OCCURS_WITH
The Western Governors' Association,WGA,1,CO_OCCURS_WITH
Freudenthal,Governors Richardson,1,CO_OCCURS_WITH
Freudenthal,Schwarzenegger,1,CO_OCCURS_WITH
Governors Richardson,Schwarzenegger,1,CO_OCCURS_WITH
WGA,the California Energy Commission,1,CO_OCCURS_WITH
WGA,the Western Renewable Energy Generation Information State,1,CO_OCCURS_WITH
the California Energy Commission,the Western Renewable Energy Generation Information State,1,CO_OCCURS_WITH
Arizona,the Climate Change Advisory Group's,1,CO_OCCURS_WITH
Janet Napolitano,the Climate Change Advisory Group's,1,CO_OCCURS_WITH
California,the Western Coast Governors',1,CO_OCCURS_WITH
GHG,Oregon,1,CO_OCCURS_WITH
GHG,Washington,1,CO_OCCURS_WITH
GHG,the Western Coast Governors',1,CO_OCCURS_WITH
Oregon,the Western Coast Governors',1,CO_OCCURS_WITH
Washington,the Western Coast Governors',1,CO_OCCURS_WITH
Arizona,Western,1,CO_OCCURS_WITH
Arizona,the Western Regional Climate Action Initiative,1,CO_OCCURS_WITH
California,Western,1,CO_OCCURS_WITH
Diversified Energy Initiative,The Western Governors' Association,1,CO_OCCURS_WITH
Ralph Northam,Virginia,1,CO_OCCURS_WITH
Phil Murphy,Virginia,1,CO_OCCURS_WITH
Massachusetts,Pennsylvania,1,CO_OCCURS_WITH
New Jersey,Vermont,1,CO_OCCURS_WITH
New York,Robert Ehrlich,1,CO_OCCURS_WITH
New York,Vermont,1,CO_OCCURS_WITH
Robert Ehrlich,Vermont,1,CO_OCCURS_WITH
GHG,Massachusetts,1,CO_OCCURS_WITH
GHG,Pennsylvania,1,CO_OCCURS_WITH
GHG,Rhode Island,1,CO_OCCURS_WITH
GHG,the Eastern Climate Registry,1,CO_OCCURS_WITH
Massachusetts,Rhode Island,1,CO_OCCURS_WITH
Phil Murphy,Ralph Northam,1,CO_OCCURS_WITH
Massachusetts,the Eastern Climate Registry,1,CO_OCCURS_WITH
Pennsylvania,Rhode Island,1,CO_OCCURS_WITH
Pennsylvania,the Eastern Climate Registry,1,CO_OCCURS_WITH
Rhode Island,the Eastern Climate Registry,1,CO_OCCURS_WITH
Acadia Center,New Jersey's,1,CO_OCCURS_WITH
New Jersey,Phil Murphy,1,CO_OCCURS_WITH
New Jersey,Ralph Northam,1,CO_OCCURS_WITH
New Jersey,Virginia,1,CO_OCCURS_WITH
California,the Western Regional Climate Action Initiative,1,CO_OCCURS_WITH
New Mexico,the Western Regional Climate Action Initiative,1,CO_OCCURS_WITH
UNFCCC,United Nations Framework Convention on Climate Change,1,CO_OCCURS_WITH
Oregon,Western,1,CO_OCCURS_WITH
Minnesota,the Canadian Province,1,CO_OCCURS_WITH
Wisconsin,the Canadian Province,1,CO_OCCURS_WITH
ICLEI,New York,1,CO_OCCURS_WITH
ICLEI,the United Nations,1,CO_OCCURS_WITH
American,Americans,1,CO_OCCURS_WITH
American,Greg Nickels,1,CO_OCCURS_WITH
American,Seattle,1,CO_OCCURS_WITH
Americans,Greg Nickels,1,CO_OCCURS_WITH
Americans,Seattle,1,CO_OCCURS_WITH
Greg Nickels,Seattle,1,CO_OCCURS_WITH
Hepburn,Japanese,1,CO_OCCURS_WITH
Hepburn,Kyōto Giteisho,1,CO_OCCURS_WITH
Hepburn,UNFCCC,1,CO_OCCURS_WITH
Hepburn,United Nations Framework Convention on Climate Change,1,CO_OCCURS_WITH
Japanese,Kyōto Giteisho,1,CO_OCCURS_WITH
Japanese,UNFCCC,1,CO_OCCURS_WITH
Japanese,United Nations Framework Convention on Climate Change,1,CO_OCCURS_WITH
Kyōto Giteisho,UNFCCC,1,CO_OCCURS_WITH
Kyōto Giteisho,United Nations Framework Convention on Climate Change,1,CO_OCCURS_WITH
Minnesota,Wisconsin,1,CO_OCCURS_WITH
Manitoba,the Canadian Province,1,CO_OCCURS_WITH
Manitoba,Wisconsin,1,CO_OCCURS_WITH
NEG-ECP,the New England Governors,1,CO_OCCURS_WITH
Oregon,the Western Regional Climate Action Initiative,1,CO_OCCURS_WITH
Washington,Western,1,CO_OCCURS_WITH
Washington,the Western Regional Climate Action Initiative,1,CO_OCCURS_WITH
Western,the Western Regional Climate Action Initiative,1,CO_OCCURS_WITH
Eastern Canadian,GHG,1,CO_OCCURS_WITH
Eastern Canadian,NEG-ECP,1,CO_OCCURS_WITH
GHG,NEG-ECP,1,CO_OCCURS_WITH
GHG,the New England Governors,1,CO_OCCURS_WITH
Dakotas,Iowa,1,CO_OCCURS_WITH
Manitoba,Minnesota,1,CO_OCCURS_WITH
Dakotas,Manitoba,1,CO_OCCURS_WITH
Dakotas,Minnesota,1,CO_OCCURS_WITH
Dakotas,Wisconsin,1,CO_OCCURS_WITH
Dakotas,the Canadian Province,1,CO_OCCURS_WITH
Iowa,Manitoba,1,CO_OCCURS_WITH
Iowa,Minnesota,1,CO_OCCURS_WITH
Iowa,Wisconsin,1,CO_OCCURS_WITH
Iowa,the Canadian Province,1,CO_OCCURS_WITH
Montana,New Mexico,1,CO_OCCURS_WITH
Manitoba,Washington,1,CO_OCCURS_WITH
Czech Republic,Ukraine,1,CO_OCCURS_WITH
Barack Obama,YouTube,1,CO_OCCURS_WITH
Senate,the House of Representatives,1,CO_OCCURS_WITH
The American Clean Energy and Security Act,the House of Representatives,1,CO_OCCURS_WITH
Carol Browner,Energy and Climate Change,1,CO_OCCURS_WITH
Carol Browner,Obama,1,CO_OCCURS_WITH
Carol Browner,the White House,1,CO_OCCURS_WITH
Carol Browner,the White House Office of Energy and Climate Change Policy,1,CO_OCCURS_WITH
Energy and Climate Change,Obama,1,CO_OCCURS_WITH
Energy and Climate Change,the White House,1,CO_OCCURS_WITH
Energy and Climate Change,the White House Office of Energy and Climate Change Policy,1,CO_OCCURS_WITH
Obama,the White House,1,CO_OCCURS_WITH
Obama,the White House Office of Energy and Climate Change Policy,1,CO_OCCURS_WITH
the White House,the White House Office of Energy and Climate Change Policy,1,CO_OCCURS_WITH
Hillary Clinton,Special Envoy for Climate Change,1,CO_OCCURS_WITH
Hillary Clinton,State,1,CO_OCCURS_WITH
Hillary Clinton,Todd Stern,1,CO_OCCURS_WITH
Special Envoy for Climate Change,State,1,CO_OCCURS_WITH
Special Envoy for Climate Change,Todd Stern,1,CO_OCCURS_WITH
State,Todd Stern,1,CO_OCCURS_WITH
Copenhagen,Stern,1,CO_OCCURS_WITH
Senate,The American Clean Energy and Security Act,1,CO_OCCURS_WITH
ARRA,Obama's Council of Economic Advisers,1,CO_OCCURS_WITH
Bush,the U.S. House of Representatives,1,CO_OCCURS_WITH
brownfield,the American Reinvestment and Recovery Act,1,CO_OCCURS_WITH
U.S.,White House,1,CO_OCCURS_WITH
U.S.,the Government Accountability Project,1,CO_OCCURS_WITH
U.S.,the White House,1,CO_OCCURS_WITH
White House,the Government Accountability Project,1,CO_OCCURS_WITH
White House,the White House,1,CO_OCCURS_WITH
the Government Accountability Project,the White House,1,CO_OCCURS_WITH
CDC,Centers for Disease Control and Prevention,1,CO_OCCURS_WITH
CDC,the U.S. Senate Environment and Public Works Committee,1,CO_OCCURS_WITH
Centers for Disease Control and Prevention,the U.S. Senate Environment and Public Works Committee,1,CO_OCCURS_WITH
California,Congress,1,CO_OCCURS_WITH
California,Mary Peters,1,CO_OCCURS_WITH
California,Transportation,1,CO_OCCURS_WITH
California,the House of Representatives,1,CO_OCCURS_WITH
Congress,Mary Peters,1,CO_OCCURS_WITH
Congress,Transportation,1,CO_OCCURS_WITH
Congress,the House of Representatives,1,CO_OCCURS_WITH
Mary Peters,Transportation,1,CO_OCCURS_WITH
Mary Peters,the House of Representatives,1,CO_OCCURS_WITH
Transportation,the House of Representatives,1,CO_OCCURS_WITH
GHG,United States,1,CO_OCCURS_WITH
China,Chinese Communist Party,1,CO_OCCURS_WITH
China,Obama,1,CO_OCCURS_WITH
China,Xi Jinping,1,CO_OCCURS_WITH
EPA,National Highway Traffic Safety Administration,1,CO_OCCURS_WITH
EPA,the Department of Transportation's,1,CO_OCCURS_WITH
NHTSA,National Highway Traffic Safety Administration,1,CO_OCCURS_WITH
NHTSA,the Department of Transportation's,1,CO_OCCURS_WITH
NHTSA,the Environmental Protection Agency,1,CO_OCCURS_WITH
National Highway Traffic Safety Administration,the Department of Transportation's,1,CO_OCCURS_WITH
National Highway Traffic Safety Administration,the Environmental Protection Agency,1,CO_OCCURS_WITH
the Department of Transportation's,the Environmental Protection Agency,1,CO_OCCURS_WITH
EPA,GHG,1,CO_OCCURS_WITH
Corporate Average Fuel Economy (,the Energy Policy and Conservation Act,1,CO_OCCURS_WITH
Trump,U.S.,1,CO_OCCURS_WITH
